px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	v_true	yaw_angle_true	yaw_rate_true	vx_true	vy_true	NIS
6.37926	-2.12656	-2.7061	1.8215	1.35633	6.34644	-2.23829	6.35	-2.25	3.16221	-1.24905	0	0.999979	-2.99994	0.818578	0
6.36911	-2.24628	-2.45019	1.81588	1.2154	6.32593	-2.40018	6.35	-2.4	2.72613	0	0	0	-2.72613	0	4.85574
6.38646	-2.4233	-2.56484	1.85447	1.17575	6.34927	-2.55175	6.35	-2.55	2.72611	0	0	0	-2.72611	1.09886	0
6.43164	-2.58949	-2.69445	1.91811	1.17936	6.43125	-2.71878	6.4	-2.7	2.8761	-1.24905	0	0.909499	-2.72851	0	0.693733
6.46918	-2.75999	-2.76717	1.95875	1.14894	6.43257	-2.84245	6.45	-2.85	2.8761	-1.24905	0	0.909503	-2.72851	0.51071	0
6.48396	-2.87033	-2.52001	1.97203	1.07692	6.46536	-3.00452	6.45	-3	2.99754	0	0	0	-2.99754	0	3.43613
6.50834	-3.03226	-2.61205	1.98728	1.03114	6.44119	-3.14955	6.45	-3.15	2.99754	0	0	0	-2.99754	1.14079	0
6.56495	-3.19016	-2.71111	2.03184	1.01982	6.52249	-3.32007	6.5	-3.3	2.87894	-1.24905	0	0.910402	-2.7312	0	0.584356
6.60879	-3.3618	-2.78028	2.05291	0.980117	6.5453	-3.45745	6.55	-3.45	2.87894	-1.24905	0	0.910402	-2.7312	0.829562	0
6.69038	-3.5257	-2.95779	2.10496	0.984849	6.6358	-3.59197	6.65	-3.6	3.27604	-0.982794	0	1.81722	-2.72583	0	0.959057
6.76755	-3.68835	-2.99999	2.14209	0.965023	6.76011	-3.75457	6.75	-3.75	3.27602	-0.982793	0	1.81721	-2.72581	0.27428	0
6.83252	-3.81263	-2.78918	2.17655	0.935802	6.83625	-3.92723	6.8	-3.9	2.87131	-1.24905	0	0.907988	-2.72396	0	1.79263
6.90209	-3.97248	-2.83698	2.19848	0.902766	6.85997	-4.05805	6.85	-4.05	2.87127	-1.24905	0	0.907976	-2.72393	0.579959	0
6.96758	-4.09083	-2.66628	2.2297	0.877656	6.86943	-4.18507	6.9	-4.2	2.87557	-1.24905	0	0.909334	-2.72801	0	1.35034
7.02705	-4.24795	-2.70865	2.23737	0.833366	6.94332	-4.34473	6.95	-4.35	2.87555	-1.24905	0	0.90933	-2.72799	1.03647	0
7.07491	-4.33597	-2.31277	2.26296	0.801895	7.05156	-4.49706	7	-4.45	2.03494	-1.10715	0	0.910054	-1.8201	0	5.3787
7.12732	-4.46835	-2.33928	2.27064	0.76266	7.04099	-4.55018	7.05	-4.55	2.03494	-1.10715	0	0.910054	-1.8201	0.878135	0
7.2009	-4.57765	-2.34097	2.29939	0.748168	7.10252	-4.67934	7.1	-4.7	2.87229	-1.24904	0	0.908302	-2.72489	0	0.34177
7.25026	-4.72598	-2.37941	2.28908	0.692347	7.14735	-4.86125	7.15	-4.85	2.87229	-1.24905	0	0.908297	-2.72489	1.78314	0
7.36266	-4.87493	-2.73933	2.31644	0.68565	7.31379	-5.05204	7.25	-5	3.27938	-0.982795	0	1.81907	-2.72861	0	3.94245
7.42402	-5.03448	-2.76404	2.30076	0.627699	7.30424	-5.15404	7.35	-5.15	3.27938	-0.982795	0	1.81907	-2.72861	1.77026	0
7.49807	-5.14848	-2.64453	2.31546	0.604201	7.29446	-5.23429	7.4	-5.3	2.87198	-1.24905	0	0.908194	-2.7246	0	1.12475
7.55476	-5.31315	-2.67802	2.28968	0.539552	7.44737	-5.45308	7.45	-5.45	2.87195	-1.24905	0	0.90819	-2.72457	1.95956	0
7.64354	-5.43526	-2.65886	2.30584	0.523962	7.63082	-5.61863	7.55	-5.55	2.5735	-0.785398	0	1.81974	-1.81974	0	0.47682
7.71368	-5.58026	-2.67895	2.296	0.481826	7.64356	-5.66706	7.65	-5.65	2.57347	-0.785398	0	1.81972	-1.81972	0.79137	0
7.78832	-5.68959	-2.57901	2.30703	0.463851	7.60376	-5.74774	7.7	-5.8	2.87715	-1.24905	0	0.90983	-2.72951	0	0.767246
7.84157	-5.84424	-2.60026	2.27863	0.405539	7.7342	-5.95374	7.75	-5.95	2.87712	-1.24905	0	0.909826	-2.72948	1.49823	0
7.96444	-5.99353	-3.0682	2.29792	0.411224	7.82165	-6.06822	7.85	-6.1	3.60303	-0.982794	0	1.9986	-2.9979	0	7.08905
8.03416	-6.1492	-3.08889	2.27564	0.364632	7.95703	-6.24328	7.95	-6.25	3.60299	-0.982794	0	1.99858	-2.99787	0.9481	0
8.1209	-6.27076	-2.88504	2.2818	0.345673	8.17338	-6.44684	8.05	-6.35	2.57017	-0.785401	0	1.81738	-1.81739	0	1.87967
8.20548	-6.41142	-2.89342	2.27785	0.320726	8.15891	-6.45335	8.15	-6.45	2.57015	-0.785398	0	1.81737	-1.81737	0.255629	0
8.2819	-6.52183	-2.73915	2.28325	0.30573	8.08628	-6.51855	8.2	-6.6	2.87543	-1.24904	0	0.909293	-2.72787	0	1.09786
8.34346	-6.67422	-2.75234	2.25789	0.260226	8.25411	-6.74791	8.25	-6.75	2.87543	-1.24904	0	0.909293	-2.72787	0.874074	0
8.42998	-6.79347	-2.75411	2.2651	0.252809	8.25648	-6.78122	8.35	-6.85	2.57378	-0.785395	0	1.81994	-1.81993	0	0.342528
8.50458	-6.92787	-2.75601	2.25629	0.228466	8.44494	-6.95805	8.45	-6.95	2.57377	-0.785398	0	1.81993	-1.81993	0.283923	0
8.57538	-7.03053	-2.69063	2.25929	0.218751	8.39359	-7.01743	8.5	-7.1	3.16247	-1.24905	0	1.00006	-3.00018	0	0.478908
8.62801	-7.17001	-2.70553	2.23252	0.178216	8.54925	-7.24433	8.55	-7.25	3.16247	-1.24905	0	1.00006	-3.00018	0.756759	0
8.7405	-7.31452	-3.05665	2.24377	0.185948	8.64403	-7.39047	8.65	-7.4	3.60208	-0.982796	0	1.99807	-2.99712	0	4.29767
8.80546	-7.46825	-3.07342	2.21769	0.147603	8.73559	-7.5421	8.75	-7.55	3.60209	-0.982794	0	1.99808	-2.99712	0.668644	0
8.8621	-7.57481	-2.66831	2.20601	0.118701	8.87176	-7.71912	8.8	-7.65	2.03471	-1.10715	0	0.909955	-1.8199	0	5.83459
8.92031	-7.71634	-2.67384	2.18395	0.0877915	8.84538	-7.75497	8.85	-7.75	2.03469	-1.10715	0	0.909946	-1.81988	0.452852	0
8.99954	-7.83828	-2.76715	2.18498	0.0856933	8.88333	-7.88636	8.9	-7.9	3.15943	-1.24905	0	0.999086	-2.9973	0	0.424557
9.04554	-7.98179	-2.77925	2.15439	0.0480432	8.95966	-8.0381	8.95	-8.05	3.15943	-1.24905	0	0.999095	-2.9973	0.674181	0
9.08179	-8.0753	-2.41492	2.13748	0.0202737	8.8564	-8.01424	9	-8.15	2.03326	-1.10714	0	0.909309	-1.8186	0	4.71401
9.12709	-8.2081	-2.42271	2.11299	-0.00715127	9.05896	-8.24314	9.05	-8.25	2.03325	-1.10715	0	0.909301	-1.81859	0.371292	0
9.20706	-8.33988	-2.64403	2.11479	-0.00099011	9.17781	-8.47056	9.1	-8.4	3.16353	-1.24904	0	1.0004	-3.00119	0	1.65137
9.24078	-8.48494	-2.66307	2.07812	-0.0401271	9.15332	-8.54857	9.15	-8.55	3.16351	-1.24905	0	1.00038	-3.00117	0.744449	0
9.28148	-8.59386	-2.40913	2.05817	-0.0653034	9.22922	-8.6898	9.2	-8.65	2.03371	-1.10715	0	0.909508	-1.819	0	2.3361
9.31628	-8.73219	-2.4215	2.02765	-0.0939124	9.24541	-8.76863	9.25	-8.75	2.03369	-1.10715	0	0.9095	-1.81899	0.400807	0
9.45025	-8.93276	-3.30842	2.06168	-0.0318254	9.37748	-9.00609	9.35	-8.95	4.47134	-1.10715	0	1.99965	-3.99928	0	26.5097
9.50287	-9.10314	-3.32978	2.03305	-0.0608037	9.44703	-9.15328	9.45	-9.15	4.47133	-1.10715	0	1.99964	-3.99928	0.367152	0
9.53044	-9.22055	-2.95204	1.99921	-0.106594	9.50096	-9.25642	9.5	-9.25	2.23514	-1.10715	0	0.999584	-1.99917	0	5.34009
9.57919	-9.35807	-2.94999	1.98499	-0.116093	9.54157	-9.35195	9.55	-9.35	2.23514	-1.10715	0	0.999584	-1.99917	0.0832327	0
9.61096	-9.47234	-2.74872	1.96348	-0.138811	9.47534	-9.42627	9.55	-9.5	3.00023	0	0	0	-3.00023	0	1.6984
9.63069	-9.62124	-2.76668	1.92736	-0.169962	9.54779	-9.64959	9.55	-9.65	3.0002	0	0	0	-3.0002	0.486729	0
9.69224	-9.77072	-2.91879	1.92589	-0.157766	9.69942	-9.88416	9.6	-9.8	3.15912	-1.24904	0	0.999005	-2.997	0	0.934756
9.71658	-9.922	-2.92999	1.8962	-0.180973	9.64606	-9.9341	9.65	-9.95	3.15911	-1.24905	0	0.998995	-2.997	0.315062	0
9.73254	-10.0435	-2.64542	1.86331	-0.21559	9.60087	-9.96395	9.7	-10.05	2.03448	-1.10714	0	0.909855	-1.81969	0	3.1396
9.76808	-10.1748	-2.62896	1.85087	-0.216089	9.73801	-10.1396	9.75	-10.15	2.03448	-1.10715	0	0.909847	-1.81969	0.113987	0
9.80977	-10.3105	-2.66105	1.84168	-0.213993	9.92627	-10.4745	9.75	-10.3	3.00065	0	0	0	-3.00065	0	0.476422
9.81972	-10.4542	-2.67922	1.80959	-0.23664	9.75524	-10.4732	9.75	-10.45	3.00063	0	0	0	-3.00063	0.284366	0
9.85975	-10.6077	-2.8058	1.80418	-0.222989	9.71825	-10.5087	9.8	-10.6	2.87189	-1.24905	0	0.90817	-2.72451	0	1.01367
9.88353	-10.7601	-2.80635	1.78411	-0.231197	9.85048	-10.7526	9.85	-10.75	2.87185	-1.24905	0	0.908161	-2.72448	0.0657168	0
9.89486	-10.8899	-2.60494	1.75364	-0.258745	9.88465	-10.9383	9.85	-10.9	2.73074	0	0	0	-2.73074	0	1.50407
9.8972	-11.0401	-2.61708	1.72162	-0.277518	9.83614	-11.041	9.85	-11.05	2.73073	0	0	0	-2.73073	0.226304	0
9.9163	-11.1743	-2.66167	1.7093	-0.273767	9.83952	-11.1692	9.85	-11.2	2.99965	0	0	0	-2.99965	0	0.12826
9.90761	-11.3237	-2.69096	1.67328	-0.297428	9.84568	-11.3496	9.85	-11.35	2.99961	0	0	0	-2.99961	0.291677	0
9.92168	-11.466	-2.73501	1.65964	-0.294307	9.87961	-11.5637	9.85	-11.5	2.99843	0	0	0	-2.99843	0	0.128837
9.90464	-11.6171	-2.76205	1.62208	-0.318491	9.83206	-11.6307	9.85	-11.65	2.99843	0	0	0	-2.99843	0.340998	0
9.85877	-11.7034	-2.27944	1.54609	-0.412453	9.85311	-11.8523	9.8	-11.75	2.23675	1.10715	0	-1.0003	-2.00061	0	11.8274
9.82589	-11.8319	-2.3105	1.50231	-0.436831	9.74928	-11.8442	9.75	-11.85	2.23673	1.10715	0	-1.00029	-2.00059	0.372737	0
9.81634	-11.9537	-2.36549	1.48328	-0.430471	9.69694	-11.9706	9.7	-12	3.16353	1.24904	0	-1.0004	-3.00119	0	0.245748
9.76069	-12.1014	-2.43409	1.42515	-0.469011	9.65354	-12.1497	9.65	-12.15	3.1635	1.24904	0	-1.00039	-3.00116	0.887148	0
9.71923	-12.2041	-2.2438	1.36705	-0.522263	9.72311	-12.3964	9.6	-12.25	2.23585	1.10716	0	-0.999885	-1.99981	0	2.92251
9.6557	-12.3331	-2.29831	1.30988	-0.554581	9.54859	-12.3478	9.55	-12.35	2.23583	1.10715	0	-0.999884	-1.99979	0.718162	0
9.58134	-12.4026	-1.9933	1.21615	-0.652426	9.39039	-12.3902	9.45	-12.45	2.82566	0.785403	0	-1.99803	-1.99805	0	7.46136
9.4947	-12.523	-2.07953	1.14464	-0.692429	9.36086	-12.5501	9.35	-12.55	2.82566	0.785398	0	-1.99804	-1.99804	1.16081	0
9.44108	-12.6288	-2.08712	1.10297	-0.696507	9.34456	-12.7106	9.3	-12.65	2.0343	1.10715	0	-0.909773	-1.81953	0	0.0757522
9.34152	-12.7516	-2.1708	1.03142	-0.730245	9.22134	-12.7613	9.25	-12.75	2.03431	1.10715	0	-0.909773	-1.81954	0.899096	0
9.21538	-12.7995	-1.86267	0.863681	-0.922932	9.15326	-13.0031	9.05	-12.85	4.46383	0.463649	0	-3.99257	-1.99629	0	18.2833
9.06379	-12.9154	-2.06057	0.759398	-0.980474	8.84161	-12.9519	8.85	-12.95	4.46379	0.463649	0	-3.99253	-1.99627	3.21022	0
8.9385	-12.9832	-2.06593	0.647217	-1.06201	8.71632	-12.9613	8.75	-13	2.03628	0.463648	0	-1.8213	-0.910651	0	2.49882
8.79614	-13.0639	-2.17258	0.560286	-1.0891	8.66358	-13.0431	8.65	-13.05	2.03628	0.463648	0	-1.8213	-0.910651	1.08037	0
8.64919	-13.1155	-2.26453	0.436229	-1.18906	8.54518	-13.1702	8.5	-13.1	3.15912	0.321752	0	-2.997	-0.999005	0	3.30672
8.49336	-13.1751	-2.38729	0.35472	-1.20793	8.35763	-13.1557	8.35	-13.15	3.15911	0.321749	0	-2.997	-0.998995	1.13603	0
8.29135	-13.2056	-2.61031	0.201576	-1.33478	8.22926	-13.1698	8.2	-13.15	2.72741	-0	0	-2.72741	0	0	5.57761
8.12335	-13.2223	-2.65853	0.113352	-1.34776	8.03583	-13.1513	8.05	-13.15	2.72742	-0	0	-2.72742	0	0.69053	0
7.96594	-13.2247	-2.68713	0.0272476	-1.36218	7.82915	-13.0525	7.9	-13.15	2.72986	-0	0	-2.72986	0	0	0.59454
7.80766	-13.2154	-2.70411	-0.0555311	-1.3691	7.76538	-13.1647	7.75	-13.15	2.72986	-0	0	-2.72986	0	0.23291	0
7.76294	-13.2348	-2.25329	-0.0570466	-1.25853	7.66145	-13.3079	7.6	-13.2	3.16007	0.321752	0	-2.9979	-0.999304	0	9.24362
7.59211	-13.2449	-2.39711	-0.109025	-1.24073	7.44786	-13.2517	7.45	-13.25	3.16007	0.321752	0	-2.9979	-0.999304	1.30977	0
7.45496	-13.2225	-2.3962	-0.178921	-1.23924	7.21108	-13.0985	7.3	-13.25	2.72846	-0	0	-2.72846	0	0	0.731062
7.27523	-13.2155	-2.51714	-0.228596	-1.21605	7.16011	-13.2382	7.15	-13.25	2.72844	-0	0	-2.72844	0	0.8944	0
7.10723	-13.1563	-2.77123	-0.31638	-1.25938	6.88472	-12.9588	7	-13.2	3.16	-0.321752	0	-2.99784	0.999284	0	3.26442
6.93736	-13.1264	-2.85811	-0.360483	-1.23729	6.84891	-13.1493	6.85	-13.15	3.16	-0.321752	0	-2.99784	0.999284	0.544264	0
6.80374	-13.0829	-2.76691	-0.415162	-1.21752	6.77424	-13.2337	6.7	-13.1	2.87542	-0.321746	0	-2.72787	0.909275	0	0.555745
6.63061	-13.0357	-2.83836	-0.460088	-1.19319	6.55759	-13.0679	6.55	-13.05	2.87543	-0.321749	0	-2.72787	0.909284	0.426496	0
6.54632	-13.0125	-2.36396	-0.491936	-1.13123	6.40137	-13.0799	6.4	-13.05	2.72678	-0	0	-2.72678	0	0	7.9277
6.37446	-12.9813	-2.46609	-0.512484	-1.08685	6.26174	-13.0534	6.25	-13.05	2.72678	-0	0	-2.72678	0	1.1989	0
6.2628	-12.9255	-2.37595	-0.562319	-1.07187	6.10143	-13.0076	6.1	-13	2.87731	-0.321751	0	-2.72966	0.909888	0	0.517115
6.08443	-12.8858	-2.48521	-0.572941	-1.02069	5.94198	-12.9494	5.95	-12.95	2.87728	-0.321752	0	-2.72963	0.90988	1.61753	0
5.92628	-12.7735	-2.95052	-0.640348	-1.05748	5.79854	-12.8478	5.8	-12.85	3.60287	-0.588002	0	-2.99777	1.99851	0	7.13647
5.75988	-12.7033	-3.02346	-0.658668	-1.0204	5.65107	-12.7365	5.65	-12.75	3.60288	-0.588003	0	-2.99778	1.99852	0.849968	0
5.66272	-12.6496	-2.58665	-0.685017	-0.967961	5.50547	-12.5721	5.55	-12.7	2.03257	-0.46365	0	-1.81798	0.908995	0	7.2171
5.51355	-12.5833	-2.63413	-0.703402	-0.931564	5.43839	-12.652	5.45	-12.65	2.03257	-0.463648	0	-1.81799	0.908995	0.678657	0
5.38124	-12.4669	-2.84117	-0.758377	-0.941894	5.27506	-12.4782	5.3	-12.55	3.27658	-0.588007	0	-2.72627	1.81753	0	1.30955
5.22072	-12.3878	-2.89001	-0.767816	-0.897493	5.1307	-12.4684	5.15	-12.45	3.27654	-0.588003	0	-2.72625	1.8175	0.95845	0
5.11653	-12.297	-2.74745	-0.806143	-0.881253	5.04446	-12.3808	5.05	-12.35	2.57372	-0.785395	0	-1.8199	1.81989	0	0.741121
4.98445	-12.2039	-2.77388	-0.829017	-0.854367	4.92985	-12.2499	4.95	-12.25	2.57373	-0.785395	0	-1.81991	1.8199	0.336205	0
4.88249	-12.0907	-2.82968	-0.871351	-0.854371	4.75061	-11.9803	4.85	-12.15	2.82742	-0.785401	0	-1.99928	1.99929	0	0.373617
4.77837	-11.9995	-2.8304	-0.896328	-0.836259	4.75915	-12.0666	4.75	-12.05	2.82741	-0.785398	0	-1.99928	1.99928	0.284418	0
4.67934	-11.8708	-2.89111	-0.94297	-0.838404	4.69113	-11.9084	4.7	-11.9	2.8721	-1.24905	0	-0.908236	2.72471	0	0.140308
4.60571	-11.7382	-2.87277	-1.00018	-0.850636	4.64378	-11.7442	4.65	-11.75	2.87209	-1.24905	0	-0.908231	2.7247	0.0936902	0
4.55806	-11.6417	-2.50858	-1.05036	-0.850129	4.59746	-11.6205	4.6	-11.65	2.03449	-1.10715	0	-0.909847	1.81971	0	3.75689
4.50723	-11.5276	-2.48321	-1.10368	-0.858052	4.54975	-11.5706	4.55	-11.55	2.03447	-1.10715	0	-0.909843	1.81969	0.202868	0
4.38188	-11.3282	-3.31718	-1.12899	-0.841599	4.47442	-11.3673	4.5	-11.35	4.1264	-1.32582	0	-1.0008	4.0032	0	21.0781
4.35349	-11.1654	-3.29907	-1.20133	-0.874658	4.44059	-11.1496	4.45	-11.15	4.12641	-1.32582	0	-1.0008	4.00321	0.508286	0
4.35996	-11.0607	-2.64811	-1.28155	-0.912853	4.43713	-11.024	4.45	-11.05	1.81614	0	0	0	1.81614	0	13.0276
4.36054	-10.9151	-2.62987	-1.3598	-0.943809	4.45136	-10.93	4.45	-10.95	1.81612	0	0	0	1.81612	0.528298	0
4.33723	-10.7689	-2.66794	-1.41403	-0.94571	4.44745	-10.786	4.45	-10.8	2.72555	0	0	0	2.72555	0	0.166642
4.358	-10.6205	-2.65705	-1.49519	-0.97764	4.45788	-10.6457	4.45	-10.65	2.72554	0	0	0	2.72554	0.644187	0
4.35543	-10.4772	-2.66697	-1.55071	-0.979309	4.46329	-10.5756	4.45	-10.5	2.729	0	0	0	2.729	0	0.245066
4.38042	-10.3279	-2.67028	-1.62264	-0.998895	4.44057	-10.3382	4.45	-10.35	2.72898	0	0	0	2.72898	0.22748	0
4.40206	-10.1854	-2.64997	-1.68549	-1.0083	4.51895	-10.2367	4.5	-10.2	2.87438	1.24904	0	0.908962	2.72687	0	0.189127
4.45891	-10.0346	-2.67039	-1.76864	-1.03794	4.54925	-10.0439	4.55	-10.05	2.87435	1.24904	0	0.908954	2.72685	0.507697	0
4.49187	-9.88718	-2.73546	-1.82003	-1.0277	4.63224	-9.9707	4.6	-9.9	2.8769	1.24905	0	0.909756	2.72927	0	0.491258
4.56269	-9.73788	-2.76132	-1.89853	-1.05108	4.63755	-9.74952	4.65	-9.75	2.87689	1.24905	0	0.909752	2.72926	0.349953	0
4.59089	-9.56839	-2.9366	-1.9187	-0.995559	4.60757	-9.4335	4.7	-9.6	2.87322	1.24905	0	0.90859	2.72578	0	1.90403
4.67509	-9.42103	-2.95246	-1.99117	-1.01434	4.74589	-9.4609	4.75	-9.45	2.8732	1.24905	0	0.908586	2.72576	0.375088	0
4.75883	-9.28222	-2.93436	-2.05973	-1.03058	4.89179	-9.39473	4.85	-9.3	3.28047	0.982796	0	1.81967	2.72952	0	0.392307
4.87103	-9.1338	-2.98876	-2.13698	-1.05187	4.94849	-9.13867	4.95	-9.15	3.28046	0.982795	0	1.81967	2.72951	0.376666	0
4.95938	-9.00929	-2.98636	-2.19525	-1.06035	4.95209	-8.96272	5	-9.05	2.23581	1.10715	0	0.999884	1.99977	0	0.0494913
5.04319	-8.90423	-2.95115	-2.24643	-1.05875	5.04121	-8.94979	5.05	-8.95	2.23578	1.10715	0	0.999874	1.99974	0.119722	0
5.11749	-8.77431	-2.98044	-2.26273	-0.99218	5.20806	-8.88942	5.15	-8.8	3.27754	0.982795	0	1.81805	2.72708	0	1.82329
5.23901	-8.64459	-3.0153	-2.32296	-0.997607	5.26887	-8.63564	5.25	-8.65	3.2775	0.982795	0	1.81803	2.72705	0.0637786	0
5.34309	-8.53724	-3.01786	-2.3695	-0.99143	5.3785	-8.56768	5.35	-8.55	2.82781	0.785401	0	1.99956	1.99957	0	0.0419088
5.45299	-8.43375	-3.01876	-2.4183	-0.990641	5.44864	-8.42738	5.45	-8.45	2.82778	0.785398	0	1.99954	1.99954	0.00316536	0
5.53613	-8.32431	-2.96243	-2.42549	-0.912031	5.56465	-8.44845	5.5	-8.35	2.03267	1.10714	0	0.909045	1.81807	0	2.3544
5.62612	-8.23619	-2.86816	-2.46603	-0.90385	5.53862	-8.24357	5.55	-8.25	2.03268	1.10715	0	0.909045	1.81808	0.485736	0
5.69618	-8.11945	-2.802	-2.45095	-0.79616	5.64921	-8.02513	5.7	-8.1	3.85526	0.785398	0	2.72608	2.72608	0	4.39024
5.83219	-8.00502	-2.8637	-2.49289	-0.793381	5.85094	-7.95601	5.85	-7.95	3.85523	0.785398	0	2.72606	2.72606	0.176513	0
5.92258	-7.89513	-2.80791	-2.48944	-0.712746	5.93492	-7.84119	5.95	-7.85	2.57105	0.785398	0	1.81801	1.81801	0	2.47448
6.05659	-7.78619	-2.85582	-2.52422	-0.707649	6.05986	-7.73559	6.05	-7.75	2.57106	0.785395	0	1.81802	1.81801	0.155587	0
6.14016	-7.67929	-2.75758	-2.50868	-0.613364	6.13741	-7.63243	6.15	-7.65	2.57101	0.785398	0	1.81798	1.81798	0	3.4343
6.26622	-7.58034	-2.78029	-2.53792	-0.608573	6.25659	-7.54336	6.25	-7.55	2.57101	0.785398	0	1.81798	1.81798	0.0824807	0
6.36066	-7.48157	-2.6982	-2.5309	-0.537497	6.39143	-7.46358	6.35	-7.45	2.57425	0.785398	0	1.82027	1.82027	0	2.09984
6.47798	-7.39259	-2.69651	-2.55604	-0.533225	6.452	-7.36418	6.45	-7.35	2.57422	0.785398	0	1.82025	1.82025	0.0790444	0
6.59653	-7.30916	-2.73377	-2.58412	-0.541019	6.47916	-7.09783	6.6	-7.25	3.60389	0.588003	0	2.99862	1.99908	0	0.774788
6.73222	-7.21165	-2.81161	-2.60302	-0.531478	6.7556	-7.14598	6.75	-7.15	3.60389	0.588003	0	2.99862	1.99908	0.313553	0
6.77738	-7.10371	-2.51861	-2.53975	-0.372664	6.68682	-6.93297	6.8	-7.05	2.03035	1.10715	0	0.908005	1.816	0	11.3622
6.89207	-7.0087	-2.54367	-2.55093	-0.363002	6.86356	-6.94732	6.85	-6.95	2.03036	1.10715	0	0.908	1.81601	0.251621	0
